;fixture_id;date;season;league_id;league_name;league_logo;country_name;country_logo;home_team_id;home_team_name;home_team_img;away_team_id;away_team_name;away_team_img;home_goals;away_goals;home_shots_on_goal;home_shots_off_goal;home_total_shots;home_blocked_shots;home_shots_insidebox;home_shots_outsidebox;home_fouls;home_corner_kicks;home_offsides;home_ball_possession;home_yellow_cards;home_red_cards;home_goalkeeper_saves;home_total_passes;home_passes_accurate;home_passes_percentage;away_shots_on_goal;away_shots_off_goal;away_total_shots;away_blocked_shots;away_shots_insidebox;away_shots_outsidebox;away_fouls;away_corner_kicks;away_offsides;away_ball_possession;away_yellow_cards;away_red_cards;away_goalkeeper_saves;away_total_passes;away_passes_accurate;away_passes_percentage
0;205311;2010-10-31T16:00:00+00:00;2010;140;La Liga;https://media-3.api-sports.io/football/leagues/140.png;Spain;2010;731;Sporting Gijon;https://media-2.api-sports.io/football/teams/731.png;533;Villarreal;https://media-2.api-sports.io/football/teams/533.png;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;205474;2011-03-06T16:00:00+00:00;2010;140;La Liga;https://media-2.api-sports.io/football/leagues/140.png;Spain;2010;731;Sporting Gijon;https://media-1.api-sports.io/football/teams/731.png;546;Getafe;https://media-1.api-sports.io/football/teams/546.png;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;205534;2011-04-30T16:00:00+00:00;2010;140;La Liga;https://media-1.api-sports.io/football/leagues/140.png;Spain;2010;541;Real Madrid;https://media-3.api-sports.io/football/teams/541.png;732;Zaragoza;https://media-1.api-sports.io/football/teams/732.png;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;205559;2011-05-11T19:00:00+00:00;2010;140;La Liga;https://media-2.api-sports.io/football/leagues/140.png;Spain;2010;540;Espanyol;https://media-3.api-sports.io/football/teams/540.png;532;Valencia;https://media-3.api-sports.io/football/teams/532.png;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;205515;2011-04-11T19:00:00+00:00;2010;140;La Liga;https://media-3.api-sports.io/football/leagues/140.png;Spain;2010;732;Zaragoza;https://media-2.api-sports.io/football/teams/732.png;546;Getafe;https://media-3.api-sports.io/football/teams/546.png;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;721075;2022-04-29T19:00:00+00:00;2021;140;La Liga;https://media-1.api-sports.io/football/leagues/140.png;Spain;2021;536;Sevilla;https://media-3.api-sports.io/football/teams/536.png;724;Cadiz;https://media-2.api-sports.io/football/teams/724.png;1;1;6;3;11;2;6;5;15;5;;57%;2;;2;523;442;85%;;4;5;10;1;6;4;11;6;1;43%;2;;5;386;311
6;205501;2011-04-03T15:00:00+00:00;2010;140;La Liga;https://media-2.api-sports.io/football/leagues/140.png;Spain;2010;540;Espanyol;https://media-3.api-sports.io/football/teams/540.png;4665;Racing Santander;https://media-1.api-sports.io/football/teams/4665.png;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;205305;2010-10-24T15:00:00+00:00;2010;140;La Liga;https://media-2.api-sports.io/football/leagues/140.png;Spain;2010;540;Espanyol;https://media-1.api-sports.io/football/teams/540.png;539;Levante;https://media-2.api-sports.io/football/teams/539.png;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;205514;2011-04-10T19:00:00+00:00;2010;140;La Liga;https://media-1.api-sports.io/football/leagues/140.png;Spain;2010;532;Valencia;https://media-3.api-sports.io/football/teams/532.png;533;Villarreal;https://media-3.api-sports.io/football/teams/533.png;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;205530;2011-04-24T15:00:00+00:00;2010;140;La Liga;https://media-3.api-sports.io/football/leagues/140.png;Spain;2010;4665;Racing Santander;https://media-2.api-sports.io/football/teams/4665.png;535;Malaga;https://media-1.api-sports.io/football/teams/535.png;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
